node2vec_time,node2vec_memory,precomp_time,precomp_memory,SparseOTF_time,SparseOTF_memory,DenseOTF_time,DenseOTF_memory
0.677123785,0.050853729,0.002810955,0.007000923,0.002961159,0.007000923,0.025537014,0.041527748
1.341611862,0.050579071,0.002872229,0.007000923,0.002859116,0.007000923,0.064221859,0.052441597
1.524666071,0.050757408,0.00289607,0.007000923,0.002909184,0.007000923,0.095796824,0.066432953
1.015784025,0.050621033,0.003121138,0.007000923,0.002882004,0.007000923,0.045325041,0.046644211
1.293733835,0.050836563,0.002943993,0.007000923,0.003000975,0.007000923,0.064648867,0.050875664
1.458242178,0.050501823,0.003068924,0.007000923,0.002791166,0.007000923,0.086723089,0.058110237
1.533098936,0.05175209,0.002798796,0.007000923,0.00374198,0.007000923,0.085380077,0.055716515
1.473089933,0.051506996,0.002892017,0.007000923,0.002992868,0.007000923,0.076297283,0.054158211
1.18487668,0.0507164,0.002987862,0.007000923,0.003186941,0.007000923,0.071531773,0.049785614
2.563243866,0.050175667,0.003520966,0.007000923,0.004266262,0.007000923,0.089122057,0.065300941
0.98316288,0.050863266,0.003669262,0.007000923,0.003031015,0.007000923,0.024633884,0.041527748
1.783776999,0.050621033,0.00289464,0.007000923,0.002985001,0.007000923,0.116641045,0.073760986
1.708245993,0.050048828,0.002789974,0.007000923,0.002906084,0.007000923,0.076050043,0.053146362
1.273213863,0.0501194,0.005873919,0.007000923,0.003261328,0.007000923,0.065802574,0.058683395
0.904820919,0.050790787,0.002819061,0.007000923,0.002759933,0.007000923,0.046422243,0.046506882
1.158978224,0.050814629,0.002943993,0.007000923,0.002792835,0.007000923,0.055346012,0.04908371
1.492174149,0.051123619,0.002973318,0.007000923,0.00276494,0.007000923,0.076742887,0.054806709
1.391883135,0.050535202,0.002820969,0.007000923,0.002855778,0.007000923,0.088304996,0.057278633
1.409290075,0.05016613,0.002806902,0.007000923,0.003149986,0.007000923,0.075713158,0.05332756
1.029036999,0.051921844,0.002853155,0.007000923,0.003556728,0.007000923,0.045482874,0.046142578
1.575822115,0.049684525,0.002817154,0.007000923,0.002781868,0.007000923,0.096399784,0.057361603
1.169568062,0.049744606,0.002970934,0.007000923,0.002805948,0.007000923,0.054831982,0.04878521
1.513746977,0.050121307,0.002846956,0.007000923,0.00326395,0.007000923,0.087574005,0.056587219
1.635102987,0.050346375,0.002812862,0.007000923,0.003107071,0.007000923,0.107620716,0.062157631
1.035005093,0.049898148,0.002911806,0.007000923,0.003046036,0.007000923,0.055707216,0.04920578
1.367252111,0.05103302,0.002841711,0.007000923,0.002789021,0.007000923,0.065696955,0.051591873
0.857806206,0.0514431,0.002899885,0.007000923,0.003085136,0.007000923,0.025840282,0.041665077
1.48055768,0.05045414,0.002948761,0.007000923,0.002902031,0.007000923,0.077540874,0.054186821
0.967128992,0.050469398,0.003030062,0.007000923,0.00322938,0.007000923,0.047070265,0.048051834
1.13225913,0.051056862,0.003046274,0.007000923,0.003410101,0.007000923,0.056890726,0.050800323
1.642427921,0.04850769,0.003319263,0.007000923,0.00282526,0.007000923,0.09840703,0.069577217
1.146131992,0.050840378,0.002938032,0.007000923,0.002987623,0.007000923,0.05686903,0.049296379
1.496276855,0.049582481,0.003108978,0.007000923,0.002999067,0.007000923,0.076181173,0.058683395
1.708398104,0.051181793,0.002860785,0.007000923,0.003011942,0.007000923,0.086460114,0.055830956
1.604831934,0.050533295,0.002849102,0.007000923,0.002769947,0.007000923,0.095268011,0.058947563
1.393763781,0.05128479,0.002841234,0.007000923,0.003099918,0.007000923,0.067569017,0.060400963
1.452435017,0.049947739,0.00285387,0.007000923,0.003157139,0.007000923,0.070016146,0.052355766
1.436250925,0.04945755,0.002814054,0.007000923,0.002930164,0.007000923,0.067574978,0.05169487
1.460367203,0.050800323,0.002919912,0.007000923,0.003526211,0.007000923,0.071954966,0.059122086
1.434117079,0.049959183,0.00375104,0.007000923,0.002872705,0.007000923,0.063890934,0.051477432
1.637526989,0.050126076,0.003140926,0.007000923,0.002921343,0.007000923,0.093482971,0.058512688
0.826320887,0.052645683,0.002814054,0.007000923,0.002811909,0.007000923,0.02699995,0.042626381
1.108386993,0.050790787,0.003067017,0.007000923,0.002996922,0.007000923,0.04593277,0.046663284
1.417226315,0.050357819,0.002799034,0.007000923,0.00471282,0.007000923,0.066622972,0.051591873
0.947858095,0.050411224,0.002805948,0.007000923,0.002866268,0.007000923,0.045762777,0.046661377
0.907428026,0.050556183,0.002885818,0.007000923,0.003096104,0.007000923,0.045947075,0.047582626
1.026455164,0.051307678,0.002835035,0.007000923,0.003661156,0.007000923,0.049588919,0.047452927
1.410843849,0.051847458,0.002812386,0.007000923,0.002975225,0.007000923,0.065359831,0.052406311
1.716103077,0.050126076,0.002919912,0.007000923,0.003314972,0.007000923,0.077128887,0.054042816
1.717067957,0.051135063,0.002840757,0.007000923,0.003022909,0.007000923,0.108914852,0.069547653
1.173672915,0.051291466,0.002876997,0.007000923,0.002912045,0.007000923,0.056259871,0.049095154
1.479036808,0.050298691,0.003127098,0.007000923,0.003129959,0.007000923,0.075969934,0.054683685
1.429969788,0.050621033,0.003323793,0.007000923,0.002968073,0.007000923,0.091786146,0.068650246
1.804282188,0.050783157,0.002825022,0.007000923,0.003232002,0.007000923,0.099135876,0.073636055
1.584600925,0.048630714,0.002906084,0.007000923,0.003838778,0.007000923,0.082847118,0.053477287
1.307847023,0.050739288,0.003587008,0.007000923,0.003784895,0.007000923,0.071619987,0.055828094
1.591095924,0.049739838,0.002891064,0.007000923,0.002780199,0.007000923,0.09267664,0.069918633
1.820934057,0.05017662,0.003081083,0.007000923,0.003057003,0.007000923,0.11038518,0.059256554
1.348155975,0.050785065,0.002902985,0.007000923,0.003130198,0.007000923,0.066987991,0.05153656
1.055650234,0.052759171,0.002855301,0.007000923,0.003220081,0.007000923,0.047123194,0.048116684
1.600078106,0.049460411,0.002864122,0.007000923,0.00284791,0.007000923,0.077130079,0.053892136
1.020181179,0.050469398,0.002843142,0.007000923,0.003416061,0.007000923,0.048402786,0.048231125
1.510535002,0.050930977,0.002814293,0.007000923,0.002811909,0.007000923,0.076401949,0.053427696
1.834105968,0.050135612,0.003202677,0.007000923,0.003129244,0.007000923,0.086800098,0.05633831
1.718919039,0.051339149,0.003072023,0.007000923,0.003427029,0.007000923,0.089234352,0.06897831
1.056217909,0.051813126,0.003359079,0.007000923,0.002891064,0.007000923,0.047102928,0.047391891
1.387517214,0.049890518,0.003288984,0.007000923,0.002912045,0.007000923,0.068883896,0.052523613
1.146989107,0.049809456,0.003022909,0.007000923,0.003059864,0.007000923,0.055000782,0.049045563
1.859095097,0.049716949,0.004662752,0.007000923,0.004709005,0.007000923,0.095510006,0.057710648
1.322237015,0.051242828,0.003005981,0.007000923,0.003040075,0.007000923,0.056514025,0.049167633
1.735635996,0.050031662,0.003278017,0.007000923,0.002819777,0.007000923,0.100736141,0.055762291
1.827820778,0.049938202,0.002936125,0.007000923,0.00285697,0.007000923,0.097907782,0.059824944
0.929892778,0.048694611,0.003930092,0.007000923,0.005053043,0.007000923,0.02782011,0.041520119
