node2vec_time,node2vec_memory,precomp_time,precomp_memory,SparseOTF_time,SparseOTF_memoryDenseOTF_time,DenseOTF_memory,
22.26360273,0.09903717,0.002862692,0.007000923,0.002730846,0.007000923,1.255790949,0.142940521
17.2565248,0.100604057,0.003453016,0.007000923,0.003455877,0.007000923,1.420702219,0.183644295
21.46127415,0.099898338,0.002850771,0.007000923,0.002760172,0.007000923,1.324323177,0.146681786
19.18561983,0.101758003,0.003017902,0.007000923,0.002993107,0.007000923,1.325673103,0.176028252
17.58877635,0.098815918,0.002849102,0.007000923,0.002842903,0.007000923,1.204319,0.145384789
15.9751277,0.100013733,0.002808809,0.007000923,0.003067017,0.007000923,1.199727297,0.147966385
15.77323771,0.099414825,0.002840757,0.007000923,0.003953218,0.007000923,1.220506191,0.17787075
16.43458104,0.099676132,0.003931046,0.007000923,0.002996922,0.007000923,1.2282722,0.145441055
15.7982738,0.099229813,0.003123999,0.007000923,0.00347805,0.007000923,1.210062027,0.144753456
15.57449484,0.099889755,0.002868891,0.007000923,0.002996922,0.007000923,1.203691006,0.145445824
18.35759401,0.104068756,0.003127813,0.007000923,0.002947807,0.007000923,1.206162214,0.145508766
15.88264108,0.099569321,0.004076958,0.007000923,0.002806187,0.007000923,1.216354847,0.147511482
15.88386083,0.099569321,0.003336906,0.007000923,0.002789021,0.007000923,1.383178949,0.177768707
20.76272702,0.09967804,0.003391981,0.007000923,0.003589869,0.007000923,1.231888056,0.147109985
15.7379148,0.098245621,0.00427413,0.007000923,0.003912926,0.007000923,1.177366018,0.145479202
15.24678874,0.098960876,0.002867937,0.007000923,0.003353834,0.007000923,1.197962999,0.147567749
17.49760103,0.099510193,0.002982855,0.007000923,0.002978086,0.007000923,1.266464949,0.177072525
20.46194005,0.100242615,0.002708912,0.007000923,0.00308919,0.007000923,1.222331047,0.14659214
15.33260083,0.099644661,0.003171682,0.007000923,0.003927708,0.007000923,1.560098886,0.146067619
